Brand,Product,Price,True_size_feeling,True_width_feeling,Arch_support,Comfort_rating,Style_rating,Overall_rating,Review_text
Brooks,Addiction™ Walker,120,88,89,,5,5,5,
Brooks,Addiction™ Walker,120,88,89,,5,5,5,
Brooks,Addiction™ Walker,120,88,89,,5,5,5,
Brooks,Addiction™ Walker,120,88,89,,5,5,5,
Brooks,Addiction™ Walker,120,88,89,,5,5,5,
Brooks,Addiction™ Walker,120,88,89,,5,4,5,
Brooks,Addiction™ Walker,120,88,89,,5,5,5,
Brooks,Addiction™ Walker,120,88,89,,5,5,5,
Brooks,Addiction™ Walker,120,88,89,,5,5,5,
Brooks,Addiction™ Walker,120,88,89,,5,5,5,
Brooks,Addiction™ Walker,120,88,89,,5,5,5,
Brooks,Addiction™ Walker,120,88,89,,5,5,5,
Brooks,Addiction™ Walker,120,88,89,,5,5,5,
Brooks,Addiction™ Walker,120,88,89,,5,5,5,
Brooks,Addiction™ Walker,120,88,89,,5,5,5,
Brooks,Addiction™ Walker,120,88,89,,5,3,5,
Brooks,Addiction™ Walker,120,88,89,,5,5,5,
Brooks,Addiction™ Walker,120,88,89,,4,4,5,
Brooks,Addiction™ Walker,120,88,89,,5,4,5,
Brooks,Addiction™ Walker,120,88,89,,5,4,5,
Brooks,Addiction™ Walker,120,88,89,,5,5,5,
Brooks,Addiction™ Walker,120,88,89,,1,1,1,"After debating whether or not I could justify the price of the Brooks Walker, I went ahead and purchased a pair in February. The shoes felt great out of the box-a tad more roomy at the top then I'm used to- I had ordered them in wide after reading the reviews-but certainly within reason. After wearing them every day for 3 months, the leather fabric has stretched out and broken down to the point that I'm rolling out the sides and swimming from side to side. Worn out after 3 months? And this is what Brooks testifies to be the expected lifespan? How can a company make a shoe that is expected to last 4 months and then charge."
Brooks,Addiction™ Walker,120,88,89,,5,4,5,"A Perfect Fit - No Complaints - 
Received shoes in the early afternoon and tried them out right away. Went for a 3.5 mile walk without experiencing any discomfort or problems. Keep up the good work. I've purchased several walking shoes from ZAPPOS and never had any problems. Always read customer's reviews when preparing to purchase shoes."
Brooks,Addiction™ Walker,120,88,89,,5,5,5,"Shoe was true to size.  However it did wear out fast, with daily use."
Brooks,Addiction™ Walker,120,88,89,,5,5,5,"This is my second pair. I have high arches, and these are some of the most comfortable walking shoes I have found. I also like the ""subdued"" style. Too many athletic shoes these days make you look like you came from outer space."
Brooks,Addiction™ Walker,120,88,89,,5,4,5,"These are good shoes. I do not feel any pain, and they are comfortable. They gave me the bounce in walking that I used to have. These shoes look as good as any other shoes that I have seen. I have to agree that they are not true to size and I had to order another pair one size bigger."
Brooks,Addiction™ Walker,120,88,89,,5,5,5,"Great support for flat feet!
My husband has flat feet, so when he started a new job where he was walking outside for hours, his feet and ankles were in such constant pain he was worried he'd have to quit. I realized his sneakers barely gave his feet any support, so I looked online and saw these on nearly every list of ""best walking shoes for flat feet"" and thought he should give them a try. The footbed in these is not particularly soft, but along with shock-absorbing inserts (Dr. Scholls Custom Fit), these shoes seem to really be doing the trick. He has told me that his feet and ankles feel a thousand times better, even after pounding the pavement all day. Definitely recommend if you have flat feet!
He did have to exchange the first pair we got for half a size up, so you may want to order two, just to make sure, and then return the one that doesn't fit (returns are so easy and pain-free here, there's really no reason not to)."
Brooks,Addiction™ Walker,120,88,89,,5,4,5,"This is my second pair in eight years, and my first narrow width (B) sneaker type shoes in many years. They are truly comfortable walking shoes that I wear with orthotics. They are highly recommended."
Converse,Chuck Taylor® All Star® Core Hi,54.99,66,92,,3,3,1,
Converse,Chuck Taylor® All Star® Core Hi,54.99,66,92,,2,5,3,
Converse,Chuck Taylor® All Star® Core Hi,54.99,66,92,,2,5,3,
Converse,Chuck Taylor® All Star® Core Hi,54.99,66,92,,5,5,4,
Converse,Chuck Taylor® All Star® Core Hi,54.99,66,92,,4,5,4,
Converse,Chuck Taylor® All Star® Core Hi,54.99,66,92,,3,5,4,
Converse,Chuck Taylor® All Star® Core Hi,54.99,66,92,,5,5,4,
Converse,Chuck Taylor® All Star® Core Hi,54.99,66,92,,3,5,4,
Converse,Chuck Taylor® All Star® Core Hi,54.99,66,92,,3,5,4,
Converse,Chuck Taylor® All Star® Core Hi,54.99,66,92,,5,5,4,
Converse,Chuck Taylor® All Star® Core Hi,54.99,66,92,,5,4,4,
Converse,Chuck Taylor® All Star® Core Hi,54.99,66,92,,4,5,4,
Converse,Chuck Taylor® All Star® Core Hi,54.99,66,92,,4,4,4,
Converse,Chuck Taylor® All Star® Core Hi,54.99,66,92,,3,4,4,
Converse,Chuck Taylor® All Star® Core Hi,54.99,66,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Hi,54.99,66,92,,5,4,5,
Converse,Chuck Taylor® All Star® Core Hi,54.99,66,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Hi,54.99,66,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Hi,54.99,66,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Hi,54.99,66,92,,4,5,5,
Converse,Chuck Taylor® All Star® Core Hi,54.99,66,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Hi,54.99,66,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Hi,54.99,66,92,,4,5,5,
Converse,Chuck Taylor® All Star® Core Hi,54.99,66,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Hi,54.99,66,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Hi,54.99,66,92,,5,4,5,
Converse,Chuck Taylor® All Star® Core Hi,54.99,66,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Hi,54.99,66,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Hi,54.99,66,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Hi,54.99,66,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Hi,54.99,66,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Hi,54.99,66,92,,3,5,5,
Converse,Chuck Taylor® All Star® Core Hi,54.99,66,92,,4,4,5,
Converse,Chuck Taylor® All Star® Core Hi,54.99,66,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Hi,54.99,66,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Hi,54.99,66,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Hi,54.99,66,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Hi,54.99,66,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Hi,54.99,66,92,,4,5,5,
Converse,Chuck Taylor® All Star® Core Hi,54.99,66,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Hi,54.99,66,92,,2,5,5,
Converse,Chuck Taylor® All Star® Core Hi,54.99,66,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Hi,54.99,66,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Hi,54.99,66,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Hi,54.99,66,92,,4,5,5,
Converse,Chuck Taylor® All Star® Core Hi,54.99,66,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Hi,54.99,66,92,,3,5,5,
Converse,Chuck Taylor® All Star® Core Hi,54.99,66,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Hi,54.99,66,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Hi,54.99,66,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Hi,54.99,66,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Hi,54.99,66,92,,4,5,5,
Converse,Chuck Taylor® All Star® Core Hi,54.99,66,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Hi,54.99,66,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Hi,54.99,66,92,,2,5,5,
Converse,Chuck Taylor® All Star® Core Hi,54.99,66,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Hi,54.99,66,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Hi,54.99,66,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Hi,54.99,66,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Hi,54.99,66,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Hi,54.99,66,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Hi,54.99,66,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Hi,54.99,66,92,,4,5,5,
Converse,Chuck Taylor® All Star® Core Hi,54.99,66,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Hi,54.99,66,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Hi,54.99,66,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Hi,54.99,66,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Hi,54.99,66,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Hi,54.99,66,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Hi,54.99,66,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Hi,54.99,66,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Hi,54.99,66,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Hi,54.99,66,92,,4,5,5,
Converse,Chuck Taylor® All Star® Core Hi,54.99,66,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Hi,54.99,66,92,,3,5,5,
Converse,Chuck Taylor® All Star® Core Hi,54.99,66,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Hi,54.99,66,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Hi,54.99,66,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Hi,54.99,66,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Hi,54.99,66,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Hi,54.99,66,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Hi,54.99,66,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Hi,54.99,66,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Hi,54.99,66,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Hi,54.99,66,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Hi,54.99,66,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Hi,54.99,66,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Hi,54.99,66,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Hi,54.99,66,92,,4,5,5,
Converse,Chuck Taylor® All Star® Core Hi,54.99,66,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Hi,54.99,66,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Hi,54.99,66,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Hi,54.99,66,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Hi,54.99,66,92,,4,5,5,
Converse,Chuck Taylor® All Star® Core Hi,54.99,66,92,,3,5,5,
Converse,Chuck Taylor® All Star® Core Hi,54.99,66,92,,3,5,5,
Converse,Chuck Taylor® All Star® Core Hi,54.99,66,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Hi,54.99,66,92,,4,5,5,
Converse,Chuck Taylor® All Star® Core Hi,54.99,66,92,,4,5,5,
Converse,Chuck Taylor® All Star® Core Hi,54.99,66,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Hi,54.99,66,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Hi,54.99,66,92,,5,5,1,"Shoes are shoes!  
SHOES ARE SHOES!  These certainly are not synonomous with any type of music genre!  No...they're NOT PUNK!   These are NOT skate shoes!  They're just butt-ugly shoes from a century ago!  These are for geeks that have no taste and that love to be heard!"
Converse,Chuck Taylor® All Star® Core Hi,54.99,66,92,,3,4,3,"I love the style but have to say the quality of the shoes may not be up tp par with other brands. There is little arch support, you need to spen a quite of bit of time \'breaking into\' them. If you have wide feet like myself, then it can occasion pinch your toes. Other than that it is pretty comfortable."
Converse,Chuck Taylor® All Star® Core Hi,54.99,66,92,,3,5,4,"These shoes are 'cooleer than cool'. A real classic...and the red is such a fun colour. That said, my son's feet get sweaty in them (so do mine in mine from 30 years ago!). Maybe the rubber toe box?"
Converse,Chuck Taylor® All Star® Core Hi,54.99,66,92,,5,5,5,"The Bomb. 
this shoes r the bomb!!!! i'm a punky kind of kid and these High top Red cool looki'n chucks sneakers go with all my outfits. i don't know if it's true that chucks buisness is goin out. if so then that sucks. converse is the one and only thing that makes me happy every morning when i set off for school. they r just the bomb the most comfiest shoes ever."
Converse,Chuck Taylor® All Star® Core Hi,54.99,66,92,,5,5,5,"The shoe - 
I ordered these for my son. After we had been to two stores, either they didn’t have his size or the color he wanted, I said to him just order them at Zappos, you won't be disappointed, so we ordered them you had them in his size and the color he wanted (red). When he got them he was excited, he got them in three days like you said, but he had ordered them a size too big, why I don't know. So I called your customer service (very helpful) sent out another pair right away, received them (right size) thank goodness,very happy with the turn out, thank you so much."
Converse,Chuck Taylor® All Star® Core Hi,54.99,66,92,,5,5,5,Zappos was true to their word. I ordered these at 7:00 p.m. and they arrived the next afternoon at 3:00. They cost less than any store here in CT and strangers on the street have stopped me to see where i bought them. Zappos has excellent customer service.
Converse,Chuck Taylor® All Star® Core Hi,54.99,66,92,,4,5,5,I wore these underneath my wedding dress for the reception and they were a hit! I am in love with them and try to rock them as much as I can!
Converse,Chuck Taylor® All Star® Core Hi,54.99,66,92,,3,5,5,They are awesome. They fit great. Look nice.
Converse,Chuck Taylor® All Star® Core Hi,54.99,66,92,,5,5,5,This was my first pair of Converse and I absolutely love them! Probably best shoe I ever bought! I recommend them! I would also recommend getting some Vans Authentic Core Classic! They are probably just as good as the Converse!
Converse,Chuck Taylor® All Star® Core Hi,54.99,66,92,,3,5,3,"Old School Shoes.  
I've been playing basketball for almost 10 years and I've never had a pair of shoes as good as the old school ""Chuck Taylor Converse"" basketball shoes.  They're cheap, durable, and the best shoe for any real ball player!"
Converse,Chuck Taylor® All Star® Core Hi,54.99,66,92,,5,5,5,"Always a quality product, my kids and I have gone through many of these and have always loved them."
Converse,Chuck Taylor All Star Seasonal Ox,41.25,67,96,,3,4,4,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,5,5,1,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,5,5,2,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,5,5,3,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,5,5,3,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,1,5,3,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,3,4,3,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,3,5,3,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,4,5,4,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,3,5,4,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,3,5,4,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,3,4,4,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,4,5,4,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,4,4,4,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,3,5,4,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,3,5,4,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,4,4,4,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,3,5,4,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,3,5,4,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,2,4,4,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,2,4,4,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,5,5,4,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,4,5,4,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,4,5,4,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,4,5,4,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,3,5,4,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,4,5,4,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,3,4,4,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,4,5,4,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,4,5,4,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,4,5,5,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,4,5,5,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,4,5,5,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,3,5,5,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,4,5,5,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,4,5,5,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,4,5,5,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,3,5,5,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,4,5,5,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,3,5,5,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,4,5,5,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,4,5,5,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,5,5,5,
